country,year,population
AND,"2011",77783
ARE,"2011",7104538
ARG,"2011",41730660
ARM,"2011",3027900
ASM,"2011",54895
ATG,"2011",86332
AUS,"2011",22340024
AUT,"2011",8391643
AZE,"2011",9173082
BDI,"2011",9717978
BEL,"2011",11038264
BEN,"2011",10093623
BFA,"2011",16661908
BGD,"2011",153591076
BGR,"2011",7348328
BHR,"2011",1195020
BHS,"2011",371729
BIH,"2011",3741798
BLR,"2011",9461643
BLZ,"2011",327298
BMU,"2011",63733
BOL,"2011",10348929
BRA,"2011",195284734
BRB,"2011",276139
BRN,"2011",399389
BTN,"2011",709377
BWA,"2011",2073535
CAF,"2011",4565021
CAN,"2011",34339221
CHE,"2011",7912398
CHI,"2011",159706
CHL,"2011",17351816
CHN,"2011",1345035000
CIV,"2011",22982000
CMR,"2011",20232304
COD,"2011",70849311
COG,"2011",4609724
COL,"2011",45259614
COM,"2011",668056
CPV,"2011",511447
CRI,"2011",4609833
CUB,"2011",11301571
CUW,"2011",150831
CYM,"2011",55606
CYP,"2011",1146493
CZE,"2011",10496088
DEU,"2011",80274983
DJI,"2011",948558
DMA,"2011",69053
DNK,"2011",5570572
DOM,"2011",9945621
DZA,"2011",36903376
ECU,"2011",15326227
EGY,"2011",91093059
ERI,"2011",2998485
ESP,"2011",46742697
EST,"2011",1327439
ETH,"2011",93149970
FIN,"2011",5388272
FJI,"2011",912989
FRA,"2011",65340830
FRO,"2011",48543
FSM,"2011",107698
GAB,"2011",1781985
GBR,"2011",63258810
GEO,"2011",3756441
GHA,"2011",26095088
GIB,"2011",31660
GIN,"2011",10656810
GMB,"2011",1983784
GNB,"2011",1608076
GNQ,"2011",1241835
GRC,"2011",11104899
GRD,"2011",112079
GRL,"2011",56890
GTM,"2011",14792126
GUM,"2011",166543
GUY,"2011",746153
HKG,"2011",7071600
HND,"2011",8540583
HRV,"2011",4280622
HTI,"2011",9914904
HUN,"2011",9971727
IDN,"2011",249470032
IMN,"2011",84382
IND,"2011",1261224954
IRL,"2011",4580084
IRN,"2011",78383598
IRQ,"2011",32161424
ISL,"2011",319014
ISR,"2011",7765800
ITA,"2011",60026841
JAM,"2011",2760494
JOR,"2011",7480424
JPN,"2011",127833000
KAZ,"2011",17066002
KEN,"2011",42758461
KGZ,"2011",5546587
KHM,"2011",14722584
KIR,"2011",110647
KNA,"2011",46886
KOR,"2011",49936638
KWT,"2011",3132814
LAO,"2011",6426590
LBN,"2011",5096020
LBR,"2011",4221178
LBY,"2011",6343203
LCA,"2011",171801
LIE,"2011",36312
LKA,"2011",21009048
LSO,"2011",2014009
LTU,"2011",3028115
LUX,"2011",518347
LVA,"2011",2059709
MAC,"2011",549600
MAF,"2011",37069
MAR,"2011",32912588
MCO,"2011",33946
MDA,"2011",2860699
MDG,"2011",22822300
MDV,"2011",373674
MEX,"2011",115243504
MHL,"2011",51907
MKD,"2011",1937398
MLI,"2011",16469049
MLT,"2011",416268
MMR,"2011",49419820
MNE,"2011",620345
MNG,"2011",2786317
MNP,"2011",53608
MOZ,"2011",23649039
MRT,"2011",3502811
MUS,"2011",1252404
MWI,"2011",15265022
MYS,"2011",29162039
NAM,"2011",2146325
NCL,"2011",266543
NER,"2011",17176283
NGA,"2011",171379598
NIC,"2011",5819051
NLD,"2011",16693074
NOR,"2011",4953088
NPL,"2011",27464494
NRU,"2011",10098
NZL,"2011",4384000
OMN,"2011",3076763
PAK,"2011",203746065
PAN,"2011",3693505
PER,"2011",29304086
PHL,"2011",98248614
PLW,"2011",18078
PNG,"2011",7859346
POL,"2011",38063255
PRI,"2011",3693464
PRK,"2011",25097874
PRT,"2011",10557560
PRY,"2011",5814626
PSE,"2011",3882986
PYF,"2011",271727
QAT,"2011",1624761
ROU,"2011",20147528
RUS,"2011",143018195
RWA,"2011",10573733
SAU,"2011",25091867
SDN,"2011",36140806
SEN,"2011",12958897
SGP,"2011",5183688
SLB,"2011",552945
SLE,"2011",6387251
SLV,"2011",6090127
SMR,"2011",32620
SOM,"2011",12348830
SRB,"2011",7236519
SSD,"2011",10288109
STP,"2011",185649
SUR,"2011",556269
SVK,"2011",5398384
SVN,"2011",2052843
SWE,"2011",9449213
SWZ,"2011",1117833
SXM,"2011",34267
SYC,"2011",87441
SYR,"2011",22878098
TCA,"2011",30846
TCD,"2011",12754997
TGO,"2011",6916474
THA,"2011",69007208
TJK,"2011",7824785
TKM,"2011",5683417
TLS,"2011",1110207
TON,"2011",107570
TTO,"2011",1328019
TUN,"2011",10886035
TUR,"2011",74223629
TUV,"2011",10780
TZA,"2011",46029367
UGA,"2011",33354543
UKR,"2011",46307853
URY,"2011",3326825
USA,"2011",311839461
UZB,"2011",28823196
VCT,"2011",109349
VEN,"2011",29185212
VGB,"2011",28710
VIR,"2011",108290
VNM,"2011",88468314
VUT,"2011",243474
WSM,"2011",194713
XKX,"2011",1791949
YEM,"2011",27582897
ZAF,"2011",52995205
ZMB,"2011",14437796
ZWE,"2011",13595424
ABW,"2012",104110
AFG,"2012",30560034
AGO,"2012",25177394
ALB,"2012",2900401
AND,"2012",76834
ARE,"2012",7391448
ARG,"2012",42161721
ARM,"2012",3024100
ASM,"2012",54489
ATG,"2012",87260
AUS,"2012",22733465
AUT,"2012",8429991
AZE,"2012",9295784
BDI,"2012",10071028
BEL,"2012",11106932
BEN,"2012",10397657
BFA,"2012",17172287
BGD,"2012",155070101
BGR,"2012",7305888
BHR,"2012",1208964
BHS,"2012",375469
BIH,"2012",3670113
BLR,"2012",9446836
BLZ,"2012",334414
BMU,"2012",63646
BOL,"2012",10515807
BRA,"2012",196876111
BRB,"2012",276938
BRN,"2012",405557
BTN,"2012",717279
BWA,"2012",2108617
CAF,"2012",4610848
CAN,"2012",34713395
CHE,"2012",7996861
CHI,"2012",160767
CHL,"2012",17519119
CHN,"2012",1354190000
CIV,"2012",23467078
CMR,"2012",20809529
COD,"2012",73254618
COG,"2012",4740450
COL,"2012",45715810
COM,"2012",681630
CPV,"2012",511955
CRI,"2012",4663934
CUB,"2012",11303175
CUW,"2012",152088
CYM,"2012",57136
CYP,"2012",1165397
CZE,"2012",10510785
DEU,"2012",80425823
DJI,"2012",966747
DMA,"2012",69118
DNK,"2012",5591572
DOM,"2012",10070411
DZA,"2012",37646166
ECU,"2012",15572194
EGY,"2012",93161001
ERI,"2012",3036988
ESP,"2012",46773055
EST,"2012",1322696
ETH,"2012",95798767
FIN,"2012",5413971
FJI,"2012",914918
FRA,"2012",65657659
FRO,"2012",48291
FSM,"2012",107890
GAB,"2012",1846889
GBR,"2012",63711000
GEO,"2012",3728874
GHA,"2012",26734268
GIB,"2012",32029
GIN,"2012",10921581
GMB,"2012",2043094
GNB,"2012",1651417
GNQ,"2012",1293483
GRC,"2012",11045011
GRD,"2012",112775
GRL,"2012",56810
GTM,"2012",15089647
GUM,"2012",166331
GUY,"2012",746288
HKG,"2012",7150100
HND,"2012",8715076
HRV,"2012",4260368
HTI,"2012",10069771
HUN,"2012",9920362
IDN,"2012",252698525
IMN,"2012",84335
IND,"2012",1278674502
IRL,"2012",4599533
IRN,"2012",79370580
IRQ,"2012",33654842
ISL,"2012",320716
ISR,"2012",7910500
ITA,"2012",60191247
JAM,"2012",2772430
JOR,"2012",7587127
JPN,"2012",127629000
KAZ,"2012",17306106
KEN,"2012",43888303
KGZ,"2012",5652076
KHM,"2012",14945085
KIR,"2012",112284
KNA,"2012",47033
KOR,"2012",50199853
KWT,"2012",3337109
LAO,"2012",6518978
LBN,"2012",5235742
LBR,"2012",4373043
LBY,"2012",6179328
LCA,"2012",172587
LIE,"2012",36657
LKA,"2012",21169458
LSO,"2012",2034354
LTU,"2012",2989139
LUX,"2012",530946
LVA,"2012",2034319
MAC,"2012",567900
MAF,"2012",37276
MAR,"2012",33355241
MCO,"2012",34711
MDA,"2012",2860324
MDG,"2012",23462438
MDV,"2012",386818
MEX,"2012",116818208
MHL,"2012",51419
MKD,"2012",1929821
MLI,"2012",16957033
MLT,"2012",420028
MMR,"2012",49837446
MNE,"2012",621418
MNG,"2012",2839705
MNP,"2012",53234
MOZ,"2012",24337846
MRT,"2012",3619034
MUS,"2012",1255882
MWI,"2012",15709577
MYS,"2012",29662831
NAM,"2012",2194654
NCL,"2012",271633
NER,"2012",17836769
NGA,"2012",176200625
NIC,"2012",5901287
NLD,"2012",16754962
NOR,"2012",5018573
NPL,"2012",27534915
NRU,"2012",10267
NZL,"2012",4408100
OMN,"2012",3547106
PAK,"2012",207667125
PAN,"2012",3759256
PER,"2012",29550366
PHL,"2012",100175512
PLW,"2012",17765
PNG,"2012",8081390
POL,"2012",38063164
PRI,"2012",3661045
PRK,"2012",25211728
PRT,"2012",10514844
PRY,"2012",5897008
PSE,"2012",3979998
PYF,"2012",273084
QAT,"2012",1722438
ROU,"2012",20058035
RUS,"2012",143378447
RWA,"2012",10829901
SAU,"2012",26168861
SDN,"2012",36923178
SEN,"2012",13310495
SGP,"2012",5312437
SLB,"2012",573606
SLE,"2012",6551080
SLV,"2012",6113975
SMR,"2012",33469
SOM,"2012",12461160
SRB,"2012",7201497
SSD,"2012",10756240
STP,"2012",189439
SUR,"2012",562633
SVK,"2012",5407579
SVN,"2012",2057159
SWE,"2012",9519374
SWZ,"2012",1123863
SXM,"2012",35023
SYC,"2012",88303
SYR,"2012",22759763
TCA,"2012",32127
TCD,"2012",13210998
TGO,"2012",7100736
THA,"2012",69436098
TJK,"2012",8014084
TKM,"2012",5808546
TLS,"2012",1134885
TON,"2012",107460
TTO,"2012",1335194
TUN,"2012",11009647
TUR,"2012",75175827
TUV,"2012",10934
TZA,"2012",47374260
UGA,"2012",34337438
UKR,"2012",46210056
URY,"2012",3335401
USA,"2012",314339099
UZB,"2012",29261903
VCT,"2012",108736
VEN,"2012",29553826
VGB,"2012",30345
VIR,"2012",108188
VNM,"2012",89510356
VUT,"2012",248883
WSM,"2012",196498
XKX,"2012",1807126
YEM,"2012",28433647
ZAF,"2012",53782567
ZMB,"2012",14913629
ZWE,"2012",13817887
ABW,"2013",105675
AFG,"2013",31622704
AGO,"2013",26165620
ALB,"2013",2895092
AND,"2013",75194
ARE,"2013",7693031
ARG,"2013",42582455
ARM,"2013",3022000
ASM,"2013",54006
ATG,"2013",88064
AUS,"2013",23128129
AUT,"2013",8479823
AZE,"2013",9416801
BDI,"2013",10439341
BEL,"2013",11159407
BEN,"2013",10708834
BFA,"2013",17695409
BGD,"2013",156532141
BGR,"2013",7160005
BHR,"2013",1253191
BHS,"2013",378953
BIH,"2013",3610859
BLR,"2013",9443211
BLZ,"2013",341627
BMU,"2013",63574
BOL,"2013",10682608
BRA,"2013",198478299
BRB,"2013",277665
BRN,"2013",411202
BTN,"2013",725273
BWA,"2013",2140682
CAF,"2013",4642419
CAN,"2013",35080992
CHE,"2013",8089346
CHI,"2013",161777
CHL,"2013",17687006
CHN,"2013",1363240000
CIV,"2013",23939775
CMR,"2013",21402376
COD,"2013",75789395
COG,"2013",4857099
COL,"2013",46151584
COM,"2013",696192
CPV,"2013",512225
CRI,"2013",4716147
CUB,"2013",11298167
CUW,"2013",153822
CYM,"2013",58655
CYP,"2013",1183895
CZE,"2013",10514272
DEU,"2013",80645605
DJI,"2013",984824
DMA,"2013",69715
DNK,"2013",5614932
DOM,"2013",10193833
DZA,"2013",38414171
ECU,"2013",15807128
EGY,"2013",95333553
ERI,"2013",3074360
ESP,"2013",46604197
EST,"2013",1317997
ETH,"2013",98438751
FIN,"2013",5438972
FJI,"2013",916352
FRA,"2013",65997932
FRO,"2013",48246
FSM,"2013",108121
GAB,"2013",1913059
GBR,"2013",64139000
GEO,"2013",3717668
GHA,"2013",27386193
GIB,"2013",32407
GIN,"2013",11191873
GMB,"2013",2103820
GNB,"2013",1695973
GNQ,"2013",1346218
GRC,"2013",10965211
GRD,"2013",113487
GRL,"2013",56483
GTM,"2013",15387337
GUM,"2013",165966
GUY,"2013",750021
HKG,"2013",7178900
HND,"2013",8889278
HRV,"2013",4233922
HTI,"2013",10222362
HUN,"2013",9872734
IDN,"2013",255852467
IMN,"2013",84141
IND,"2013",1295829511
IRL,"2013",4623816
IRN,"2013",80414686
IRQ,"2013",35281989
ISL,"2013",323764
ISR,"2013",8059500
ITA,"2013",60311613
JAM,"2013",2783687
JOR,"2013",7991809
JPN,"2013",127445000
KAZ,"2013",17556502
KEN,"2013",44986791
KGZ,"2013",5777150
KHM,"2013",15170208
KIR,"2013",113838
KNA,"2013",47069
KOR,"2013",50428893
KWT,"2013",3507844
LAO,"2013",6611385
LBN,"2013",5743436
LBR,"2013",4470239
LBY,"2013",6304628
LCA,"2013",173369
LIE,"2013",36984
LKA,"2013",20585000
LSO,"2013",2056504
LTU,"2013",2961250
LUX,"2013",543360
LVA,"2013",2012647
MAC,"2013",591900
MAF,"2013",37419
MAR,"2013",33787571
MCO,"2013",35447
MDA,"2013",2859558
MDG,"2013",24109290
MDV,"2013",400070
MEX,"2013",118343573
MHL,"2013",50681
MKD,"2013",1922716
MLI,"2013",17459615
MLT,"2013",424810
MMR,"2013",50262658
MNE,"2013",622587
MNG,"2013",2899011
MNP,"2013",52758
MOZ,"2013",25051611
MRT,"2013",3734318
MUS,"2013",1258927
MWI,"2013",16161816
MYS,"2013",30174265
NAM,"2013",2252508
NCL,"2013",276822
NER,"2013",18519898
NGA,"2013",181049443
NIC,"2013",5983845
NLD,"2013",16804432
NOR,"2013",5079623
NPL,"2013",27589996
NRU,"2013",10517
NZL,"2013",4442100
OMN,"2013",3833913
PAK,"2013",211073978
PAN,"2013",3825329
PER,"2013",29817919
PHL,"2013",102076336
PLW,"2013",17648
PNG,"2013",8302698
POL,"2013",38040196
PRI,"2013",3631427
PRK,"2013",25329451
PRT,"2013",10457295
PRY,"2013",5982445
PSE,"2013",4076708
PYF,"2013",274728
QAT,"2013",1916426
ROU,"2013",19983693
RUS,"2013",143805638
RWA,"2013",11093340
SAU,"2013",27624004
SDN,"2013",37785849
SEN,"2013",13710849
SGP,"2013",5399162
SLB,"2013",594945
SLE,"2013",6714051
SLV,"2013",6138839
SMR,"2013",33041
SOM,"2013",12869594
SRB,"2013",7166553
SSD,"2013",11166275
STP,"2013",193148
SUR,"2013",569020
SVK,"2013",5413393
SVN,"2013",2059953
SWE,"2013",9600379
SWZ,"2013",1129990
SXM,"2013",35854
SYC,"2013",89949
SYR,"2013",21666917
TCA,"2013",33653
TCD,"2013",13691079
TGO,"2013",7285442
THA,"2013",69845114
TJK,"2013",8216724
TKM,"2013",5939341
TLS,"2013",1158695
TON,"2013",107078
TTO,"2013",1340557
TUN,"2013",11141361
TUR,"2013",76147624
TUV,"2013",11001
TZA,"2013",48824128
UGA,"2013",35337042
UKR,"2013",46126770
URY,"2013",3345337
USA,"2013",316726282
UZB,"2013",29724065
VCT,"2013",108135
VEN,"2013",29912198
VGB,"2013",31703
VIR,"2013",108041
VNM,"2013",90573104
VUT,"2013",254482
WSM,"2013",198268
XKX,"2013",1818119
YEM,"2013",29312952
ZAF,"2013",54678791
ZMB,"2013",15398997
ZWE,"2013",14013808
ABW,"2014",106807
AFG,"2014",32792523
AGO,"2014",27160769
ALB,"2014",2889104
AND,"2014",73737
ARE,"2014",8059440
ARG,"2014",43024071
ARM,"2014",3013800
ASM,"2014",53466
ATG,"2014",88765
AUS,"2014",23475686
AUT,"2014",8546356
AZE,"2014",9535079
BDI,"2014",10799785
BEL,"2014",11209057
BEN,"2014",11030004
BFA,"2014",18229461
BGD,"2014",157964929
BGR,"2014",7073572
BHR,"2014",1314562
BHS,"2014",382298
BIH,"2014",3564829
BLR,"2014",9448515
BLZ,"2014",348923
BMU,"2014",63529
BOL,"2014",10848888
BRA,"2014",200085127
BRB,"2014",278348
BRN,"2014",416750
BTN,"2014",733139
BWA,"2014",2172044
CAF,"2014",4623182
CAN,"2014",35434066
CHE,"2014",8188649
CHI,"2014",162726
CHL,"2014",17864195
CHN,"2014",1371860000
CIV,"2014",24527395
CMR,"2014",22059893
COD,"2014",78403242
COG,"2014",4975880
COL,"2014",46565429
COM,"2014",711503
CPV,"2014",512326
CRI,"2014",4767119
CUB,"2014",11285775
CUW,"2014",155909
CYM,"2014",60160
CYP,"2014",1201801
CZE,"2014",10525347
DEU,"2014",80982500
DJI,"2014",1002717
DMA,"2014",70373
DNK,"2014",5643475
DOM,"2014",10315528
DZA,"2014",39205031
ECU,"2014",16035124
EGY,"2014",97528654
ERI,"2014",3095173
ESP,"2014",46460733
EST,"2014",1314545
ETH,"2014",101115610
FIN,"2014",5461512
FJI,"2014",917585
FRA,"2014",66312067
FRO,"2014",48428
FSM,"2014",108396
GAB,"2014",1978399
GBR,"2014",64620000
GEO,"2014",3719414
GHA,"2014",28041592
GIB,"2014",32813
GIN,"2014",11472924
GMB,"2014",2164528
GNB,"2014",1741122
GNQ,"2014",1399828
GRC,"2014",10892413
GRD,"2014",114132
GRL,"2014",56295
GTM,"2014",15681725
GUM,"2014",165486
GUY,"2014",754229
HKG,"2014",7229500
HND,"2014",9063122
HRV,"2014",4201598
HTI,"2014",10373235
HUN,"2014",9833038
IDN,"2014",258877399
IMN,"2014",83892
IND,"2014",1312277191
IRL,"2014",4657740
IRN,"2014",81502045
IRQ,"2014",36550059
ISL,"2014",327386
ISR,"2014",8215700
ITA,"2014",60320707
JAM,"2014",2793749
JOR,"2014",8791710
JPN,"2014",127276000
KAZ,"2014",17816285
KEN,"2014",46051440
KGZ,"2014",5905848
KHM,"2014",15396772
KIR,"2014",115326
KNA,"2014",47089
KOR,"2014",50746659
KWT,"2014",3665876
LAO,"2014",6703172
LBN,"2014",6346990
LBR,"2014",4564293
LBY,"2014",6427252
LCA,"2014",174138
LIE,"2014",37248
LKA,"2014",20778000
LSO,"2014",2080089
LTU,"2014",2937253
LUX,"2014",556319
LVA,"2014",1993782
MAC,"2014",621700
MAF,"2014",37450
MAR,"2014",34204780
MCO,"2014",36128
MDA,"2014",2857815
MDG,"2014",24764348
MDV,"2014",413617
MEX,"2014",119784261
MHL,"2014",49796
MKD,"2014",1917557
MLI,"2014",18020267
MLT,"2014",433481
MMR,"2014",50681634
MNE,"2014",623744
MNG,"2014",2963113
MNP,"2014",52178
MOZ,"2014",25788475
MRT,"2014",3848514
MUS,"2014",1261208
MWI,"2014",16621538
MYS,"2014",30696137
NAM,"2014",2312139
NCL,"2014",281224
NER,"2014",19215909
NGA,"2014",185896915
NIC,"2014",6066492
NLD,"2014",16865008
NOR,"2014",5137232
NPL,"2014",27672370
NRU,"2014",10742
NZL,"2014",4516500
OMN,"2014",4002439
PAK,"2014",214264647
PAN,"2014",3892101
PER,"2014",30115826
PHL,"2014",103767130
PLW,"2014",17715
PNG,"2014",8523441
POL,"2014",38011735
PRI,"2014",3585017
PRK,"2014",25451262
PRT,"2014",10401062
PRY,"2014",6069811
PSE,"2014",4173398
PYF,"2014",276387
QAT,"2014",2151745
ROU,"2014",19908979
RUS,"2014",144237223
RWA,"2014",11364757
SAU,"2014",28309273
SDN,"2014",38823318
SEN,"2014",14152102
SGP,"2014",5469724
SLB,"2014",616908
SLE,"2014",6876385
SLV,"2014",6162955
SMR,"2014",32655
SOM,"2014",13339491
SRB,"2014",7131787
SSD,"2014",11235073
STP,"2014",196767
SUR,"2014",575373
SVK,"2014",5418649
SVN,"2014",2061980
SWE,"2014",9696110
SWZ,"2014",1136299
SXM,"2014",36672
SYC,"2014",91359
SYR,"2014",20273659
TCA,"2014",35050
TCD,"2014",14188678
TGO,"2014",7472450
THA,"2014",70216367
TJK,"2014",8425552
TKM,"2014",6075283
TLS,"2014",1181903
TON,"2014",106609
TTO,"2014",1345343
TUN,"2014",11274288
TUR,"2014",77181884
TUV,"2014",10984
TZA,"2014",50351512
UGA,"2014",36395539
UKR,"2014",45972380
URY,"2014",3356334
USA,"2014",319257560
UZB,"2014",30222994
VCT,"2014",107535
VEN,"2014",30254079
VGB,"2014",32962
VIR,"2014",107882
VNM,"2014",91679578
VUT,"2014",260240
WSM,"2014",200037
XKX,"2014",1812788
YEM,"2014",30226309
ZAF,"2014",55594838
ZMB,"2014",15895315
ZWE,"2014",14207359
ABW,"2015",107906
AFG,"2015",33831764
AGO,"2015",28157798
ALB,"2015",2880703
AND,"2015",72174
ARE,"2015",8505237
ARG,"2015",43477012
ARM,"2015",3004600
ASM,"2015",52878
ATG,"2015",89409
AUS,"2015",23815995
AUT,"2015",8642699
AZE,"2015",9649341
BDI,"2015",11047580
BEL,"2015",11274196
BEN,"2015",11360681
BFA,"2015",18777487
BGD,"2015",159383179
BGR,"2015",6984225
BHR,"2015",1370322
BHS,"2015",385346
BIH,"2015",3518541
BLR,"2015",9461076
BLZ,"2015",356333
BMU,"2015",63464
BOL,"2015",11014705
BRA,"2015",201675532
BRB,"2015",278990
BRN,"2015",422212
BTN,"2015",740618
BWA,"2015",2203273
CAF,"2015",4629320
CAN,"2015",35704498
CHE,"2015",8282396
CHI,"2015",163454
CHL,"2015",18047625
CHN,"2015",1379860000
CIV,"2015",25246342
CMR,"2015",22763414
COD,"2015",81035531
COG,"2015",5097581
COL,"2015",46969940
COM,"2015",726682
CPV,"2015",512394
CRI,"2015",4818038
CUB,"2015",11275065
CUW,"2015",157980
CYM,"2015",61642
CYP,"2015",1219502
CZE,"2015",10546059
DEU,"2015",81686611
DJI,"2015",1020313
DMA,"2015",70410
DNK,"2015",5683483
DOM,"2015",10434829
DZA,"2015",40019529
ECU,"2015",16266225
EGY,"2015",99597342
ERI,"2015",3105546
ESP,"2015",46422303
EST,"2015",1315407
ETH,"2015",103867135
FIN,"2015",5479531
FJI,"2015",918578
FRA,"2015",66548272
FRO,"2015",48901
FSM,"2015",108716
GAB,"2015",2040989
GBR,"2015",65088000
GEO,"2015",3725276
GHA,"2015",28696068
GIB,"2015",33193
GIN,"2015",11767070
GMB,"2015",2224529
GNB,"2015",1786457
GNQ,"2015",1453923
GRC,"2015",10820883
GRD,"2015",114676
GRL,"2015",56114
GTM,"2015",15971743
GUM,"2015",164905
GUY,"2015",758781
HKG,"2015",7291300
HND,"2015",9237305
HRV,"2015",4151725
HTI,"2015",10523242
HUN,"2015",9797755
IDN,"2015",261799249
IMN,"2015",83593
IND,"2015",1328024498
IRL,"2015",4701957
IRN,"2015",82619362
IRQ,"2015",37560535
ISL,"2015",330815
ISR,"2015",8380100
ITA,"2015",60229605
JAM,"2015",2802534
JOR,"2015",9544729
JPN,"2015",127141000
KAZ,"2015",18084169
KEN,"2015",47088526
KGZ,"2015",6040036
KHM,"2015",15623251
KIR,"2015",116815
KNA,"2015",47087
KOR,"2015",51014947
KWT,"2015",3834574
LAO,"2015",6801645
LBN,"2015",6472469
LBR,"2015",4659431
LBY,"2015",6531819
LCA,"2015",174905
LIE,"2015",37494
LKA,"2015",20970000
LSO,"2015",2104611
LTU,"2015",2911109
LUX,"2015",569604
LVA,"2015",1977527
MAC,"2015",642900
MAF,"2015",37369
MAR,"2015",34607588
MCO,"2015",36757
MDA,"2015",2835978
MDG,"2015",25426702
MDV,"2015",428154
MEX,"2015",121072306
MHL,"2015",48800
MKD,"2015",1912430
MLI,"2015",18593022
MLT,"2015",444220
MMR,"2015",51089056
MNE,"2015",624651
MNG,"2015",3026864
MNP,"2015",51514
MOZ,"2015",26547572
MRT,"2015",3965959
MUS,"2015",1262879
MWI,"2015",17085587
MYS,"2015",31232798
NAM,"2015",2374300
NCL,"2015",283168
NER,"2015",19939498
NGA,"2015",190671878
NIC,"2015",6149417
NLD,"2015",16939923
NOR,"2015",5188607
NPL,"2015",27823629
NRU,"2015",10954
NZL,"2015",4609400
OMN,"2015",4184895
PAK,"2015",217290883
PAN,"2015",3960035
PER,"2015",30457600
PHL,"2015",105312992
PLW,"2015",17770
PNG,"2015",8743246
POL,"2015",37986412
PRI,"2015",3535167
PRK,"2015",25575350
PRT,"2015",10358076
PRY,"2015",6159103
PSE,"2015",4270092
PYF,"2015",277866
QAT,"2015",2344557
ROU,"2015",19815616
RUS,"2015",144640716
RWA,"2015",11640022
SAU,"2015",29816382
SDN,"2015",40024431
SEN,"2015",14593331
SGP,"2015",5535002
SLB,"2015",639415
SLE,"2015",7037655
SLV,"2015",6183676
SMR,"2015",32897
SOM,"2015",13806963
SRB,"2015",7095383
SSD,"2015",11107561
STP,"2015",200291
SUR,"2015",581627
SVK,"2015",5423801
SVN,"2015",2063531
SWE,"2015",9799186
SWZ,"2015",1142813
SXM,"2015",37471
SYC,"2015",93419
SYR,"2015",19424618
TCA,"2015",36605
TCD,"2015",14647621
TGO,"2015",7663195
THA,"2015",70540795
TJK,"2015",8643840
TKM,"2015",6215770
TLS,"2015",1205131
TON,"2015",106095
TTO,"2015",1349667
TUN,"2015",11402264
TUR,"2015",78218479
TUV,"2015",10963
TZA,"2015",52020962
UGA,"2015",37531446
UKR,"2015",45784896
URY,"2015",3368017
USA,"2015",321815121
UZB,"2015",30749346
VCT,"2015",106960
VEN,"2015",30573972
VGB,"2015",34498
VIR,"2015",107712
VNM,"2015",92823254
VUT,"2015",266101
WSM,"2015",201782
XKX,"2015",1788274
YEM,"2015",31159379
ZAF,"2015",56723537
ZMB,"2015",16399089
ZWE,"2015",14399013
ABW,"2016",108727
AFG,"2016",34700612
AGO,"2016",29183070
ALB,"2016",2876101
AND,"2016",72181
ARE,"2016",8935095
ARG,"2016",43900313
ARM,"2016",2992300
ASM,"2016",52245
ATG,"2016",89969
AUS,"2016",24190907
AUT,"2016",8736668
AZE,"2016",9757812
BDI,"2016",11239451
BEL,"2016",11331422
BEN,"2016",11697842
BFA,"2016",19334856
BGD,"2016",160811932
BGR,"2016",6894139
BHR,"2016",1423726
BHS,"2016",388055
BIH,"2016",3473003
BLR,"2016",9469379
BLZ,"2016",364705
BMU,"2016",63449
BOL,"2016",11180020
BRA,"2016",203218114
BRB,"2016",279598
BRN,"2016",427564
BTN,"2016",747866
BWA,"2016",2234776
CAF,"2016",4713663
CAN,"2016",36110803
CHE,"2016",8373338
CHI,"2016",163883
CHL,"2016",18267221
CHN,"2016",1387790000
CIV,"2016",25989405
CMR,"2016",23454161
COD,"2016",83956415
COG,"2016",5222536
COL,"2016",47437512
COM,"2016",741741
CPV,"2016",512554
CRI,"2016",4866998
CUB,"2016",11265612
CUW,"2016",159664
CYM,"2016",63100
CYP,"2016",1237112
CZE,"2016",10566332
DEU,"2016",82348669
DJI,"2016",1037653
DMA,"2016",69606
DNK,"2016",5728010
DOM,"2016",10551430
DZA,"2016",40850721
ECU,"2016",16505139
EGY,"2016",101644589
ERI,"2016",3124698
ESP,"2016",46458139
EST,"2016",1315790
ETH,"2016",106718162
FIN,"2016",5495303
FJI,"2016",919166
FRA,"2016",66724104
FRO,"2016",49464
FSM,"2016",109075
GAB,"2016",2100306
GBR,"2016",65607000
GEO,"2016",3727505
GHA,"2016",29356742
GIB,"2016",33658
GIN,"2016",12073030
GMB,"2016",2283769
GNB,"2016",1831893
GNQ,"2016",1508186
GRC,"2016",10775971
GRD,"2016",115130
GRL,"2016",56186
GTM,"2016",16268760
GUM,"2016",164233
GUY,"2016",763548
HKG,"2016",7336600
HND,"2016",9412380
HRV,"2016",4106867
HTI,"2016",10671457
HUN,"2016",9759755
IDN,"2016",264627418
IMN,"2016",83466
IND,"2016",1343944296
IRL,"2016",4762722
IRN,"2016",83812228
IRQ,"2016",38469627
ISL,"2016",335439
ISR,"2016",8546000
ITA,"2016",60115223
JAM,"2016",2809915
JOR,"2016",10006367
JPN,"2016",127076000
KAZ,"2016",18363600
KEN,"2016",48139687
KGZ,"2016",6175338
KHM,"2016",15852803
KIR,"2016",118478
KNA,"2016",47075
KOR,"2016",51217803
KWT,"2016",4004096
LAO,"2016",6908802
LBN,"2016",6323060
LBR,"2016",4755608
LBY,"2016",6632126
LCA,"2016",175646
LIE,"2016",37716
